user_id,involved_project_count,first_seen,last_seen,tenure_days,user_weight
1E8ja9g6QNhUNKLSwr1V6KcYwfb2,1,2024-10-16 16:39:00,2024-10-21 02:13:00,5,1.0
1EJoC0RAiychHzdfulDjyrKRfK23,1,2022-08-19 08:07:00,2022-08-19 08:07:00,1,1.0
1ERLa0WtkSank10iH2welhYLlAo1,2,2022-03-03 22:44:00,2022-03-14 10:24:00,11,1.0
1ERvV4fVq5ThdzM2ljbCIKl4st03,1,2022-10-19 19:26:00,2022-10-19 19:46:00,1,1.0
1EXWh7okAVTqMlCasJyVnnrHcWy1,1,2022-10-19 19:32:00,2022-10-19 19:35:00,1,1.0
1EfQClOyMORThERnqIvLmSm3iPZ2,1,2024-10-25 19:37:00,2024-10-25 19:42:00,1,1.0
1Ep43GLSZHaH8J1mUWTqiMTq4KG2,1,2023-02-23 20:24:00,2023-02-23 20:29:00,1,1.0
1EsBfeRKq6djsNLbCeHVD4HqFe32,1,2022-03-12 02:42:00,2022-03-12 02:42:00,1,1.0
1Ezu2Dm36zQvsn1lvz97Xobd2O12,1,2022-03-28 08:16:00,2022-03-28 08:26:00,1,1.0
1F2bTOxv3TeOTKlDfT7kW1s1NHJ2,1,2023-03-23 10:10:00,2023-03-23 10:43:00,1,1.0
1F2mTHM4gHc4BXlY3ETecVqz7Q93,3,2022-03-18 01:48:00,2022-04-07 06:47:00,21,1.584962500721156
1F4OTmKokEP18yt1zCS3PHdTgrU2,1,2023-03-15 03:21:00,2023-03-15 03:21:00,1,1.0
1F4dJkdSlbapB0m0xixD5IdzX292,1,2023-03-31 04:58:00,2023-03-31 04:58:00,1,1.0
1F8rPRoHobdaTwwXJ7B2G62vy2x2,1,2022-11-10 19:35:00,2022-11-10 19:50:00,1,1.0
1FAPnWkWGJZiHaRkczktQXqaeov1,9,2022-03-22 06:49:00,2022-05-06 05:51:00,45,3.169925001442312
1FN2N8d7iaeJbs8TVrJcVMSDMI92,1,2024-10-14 17:42:00,2024-10-14 18:03:00,1,1.0
1FTGu1y90cMljL3blTWlFeNvtbm1,2,2024-06-27 23:18:00,2024-06-27 23:31:00,1,1.0
1FesgK1gxQORHPDqG60irKdjMRE2,1,2023-09-28 13:32:00,2023-09-28 19:56:00,1,1.0
1FnZp2qMkJTDOqlkMjDbfH5zqbB3,2,2022-04-11 17:59:00,2022-04-13 21:53:00,3,1.0
1G8H5OurMCcP2Q4qeeLa3jRXKIu1,1,2022-10-19 19:19:00,2022-10-19 19:53:00,1,1.0
1G8YTnXqQLYeTavI6Z9fOLgfJtm1,2,2022-11-30 09:20:00,2024-08-01 12:52:00,611,1.0
1G9oI39fgKNxKrzuSZT5ToT2gWi1,1,2024-10-22 20:16:00,2024-10-22 20:16:00,1,1.0
1GKLohlhtrZMUQAaeG4rzFBDxsn1,2,2024-10-11 00:05:00,2024-10-31 00:58:00,21,1.0
1GZ7iKklzDdgf8suXfnnbY2mwve2,1,2022-03-17 05:58:00,2022-03-17 05:58:00,1,1.0
1Gb9FyclQBdMFGriqxKykMoTqA92,1,2022-09-09 17:19:00,2022-09-09 17:54:00,1,1.0
1GkTCDsrJ8SDhVgKzt7lv9qIiCX2,1,2023-09-28 10:59:00,2023-09-28 20:34:00,1,1.0
1GlLYDxHWtQT1qdeaJjBh5ztJZl1,1,2022-12-05 18:39:00,2022-12-05 18:39:00,1,1.0
1Gs2omuyPySB4iK9r7jPcttoGFQ2,1,2022-05-09 19:35:00,2022-05-09 19:35:00,1,1.0
1GyOCuEAEWaYYcZnVJy4BQRnTZy2,1,2024-08-21 22:29:00,2024-08-24 00:35:00,3,1.0
1H6nEHB2c1fWL23HTrLFjdzXUC13,1,2022-03-25 06:17:00,2022-03-25 06:17:00,1,1.0
1H8aSdQs8zRAFpKKkmoxmuPi66T2,1,2022-10-18 00:19:00,2022-10-18 00:49:00,1,1.0
1HBmKAXRQmW7APLbS8SlDwsVYpu1,1,2022-03-05 05:22:00,2022-03-05 05:24:00,1,1.0
1HGjbEaDGGYbAKfn1Ry2BVQqJcs2,1,2023-09-14 16:20:00,2023-09-19 15:26:00,5,1.0
1HJ7i8oEaaR7k7juNNgUIq53Pkj2,2,2022-03-20 07:13:00,2022-03-20 08:39:00,1,1.0
1HPaJHPjRyfgwJo290s8yMUv2vx1,1,2024-02-02 22:37:00,2024-02-02 22:51:00,1,1.0
1HWjytH3OwRhJSgH3c0ov2zrNAn1,2,2024-02-17 20:48:00,2024-03-21 19:32:00,33,1.0
1HdQ9yBuUIhgGTEC9mNlbEzctz13,1,2023-07-20 05:02:00,2023-07-20 05:25:00,1,1.0
1HjK24hfdMV44NR4DdFo865iymi1,1,2022-03-22 19:38:00,2022-03-22 19:58:00,1,1.0
1Hn8mMd3ECOVkjTzABtFSaat5h83,7,2022-04-20 19:33:00,2024-09-06 21:14:00,871,2.807354922057604
1Hp6LrKfJbMWPyNS83FMqCMPXCI2,1,2022-03-17 09:58:00,2022-03-18 04:14:00,1,1.0
1HpxK5iyeXUcrdUXk7AokUNAIeM2,1,2022-09-08 13:45:00,2022-09-08 13:45:00,1,1.0
1HuYcNgPOMPAzFsNrz8CnKFGSO73,1,2022-03-25 16:21:00,2022-03-25 16:55:00,1,1.0
1I5AnlHnnzcTArbrrRGeuEb5sYj2,1,2024-06-27 17:19:00,2024-06-27 18:52:00,1,1.0
1IBcQdUn90NdYs3Eyvlhk4hBsYz1,1,2023-09-29 00:28:00,2023-09-29 00:28:00,1,1.0
1IBwvpLfJgcMmhuRWy2er65FBng2,1,2022-03-24 04:51:00,2022-03-24 04:53:00,1,1.0
1IFdEp8ZGVSfc4QQAcCpBJRIqZw1,2,2022-11-18 17:08:00,2022-11-20 16:43:00,2,1.0
1IFjpQMREqNvxx0q24q5DkGjUZ92,1,2023-02-23 20:38:00,2023-02-23 20:38:00,1,1.0
1IHQ0jmXmaXJm7GehQu7PZbHRU42,1,2024-10-18 16:10:00,2024-10-19 02:31:00,1,1.0
1IJvHUcZwPdkq64lm9E487TCXCK2,1,2022-10-26 18:43:00,2022-10-26 18:59:00,1,1.0
1IKxXicGb2SuOT38s9IHJfkwjj73,1,2022-10-19 20:18:00,2022-10-19 20:18:00,1,1.0
1IRJs39TVsT5EHtVusn3Lzn5w7G3,1,2024-10-25 18:10:00,2024-10-25 18:11:00,1,1.0
1IahValyNNMIJPSmtLdpc34N7Ox1,1,2022-03-02 14:28:00,2022-03-10 19:45:00,9,1.0
1IbVqPQjKBPJFw8GBa2UocLGk5r2,1,2024-03-05 18:09:00,2024-03-05 21:58:00,1,1.0
1IebOjeuOlNgOKQdmpjfCRjZNbs2,1,2024-09-26 19:07:00,2024-09-26 19:56:00,1,1.0
1ItQdQWePlYTgFU30VOeWJl53WG3,2,2022-03-11 08:08:00,2022-03-18 01:16:00,7,1.0
1Iz6jazWnWhhznVOWnMcicYkmJ63,1,2023-01-27 18:50:00,2023-01-27 20:20:00,1,1.0
1JDWIeLlLUY8LZTO7GbaoNp45kv1,1,2024-01-29 23:22:00,2024-01-29 23:22:00,1,1.0
1JJTAQUCvDeBnWJTYkoQhDyxHnD2,1,2022-03-24 01:57:00,2022-03-24 01:57:00,1,1.0
1JMiMQeV3VX3Gqa9qLDzv03qG9U2,1,2024-09-20 15:02:00,2024-09-20 15:02:00,1,1.0
1JdNCMBOKxXuZxX7uqlt1trgbei1,2,2022-03-21 05:13:00,2022-03-28 01:39:00,7,1.0
1JdvtxroaRSbdADYj3fYL25BWKb2,1,2023-09-28 15:52:00,2023-09-28 15:52:00,1,1.0
1Jm60xQsO7diRgnKdCe8AwMHqWD2,1,2024-10-18 05:33:00,2024-10-18 05:43:00,1,1.0
1JwgvZ23dPRXFJJDsj667z6UgAA2,1,2024-11-07 19:13:00,2024-11-07 19:13:00,1,1.0
1JyLASH4Ivdg2ymfvUESdkz7Wgq1,1,2023-10-26 19:18:00,2023-10-26 19:18:00,1,1.0
1K2mQJEaEJYAO6WTrgIsls5q8hq2,1,2023-09-21 23:33:00,2023-09-21 23:40:00,1,1.0
1KBRLZjKfkVB5AZJokb3dDMrqC22,1,2022-03-23 05:45:00,2022-03-23 05:45:00,1,1.0
1KDBrnPULnbBVWXF9qjvPfULXgD2,1,2022-03-27 23:52:00,2022-03-27 23:52:00,1,1.0
1KEiuhCfiaYhx8tySskvmB23blE3,1,2023-08-24 19:28:00,2023-08-24 19:28:00,1,1.0
1KIyg0C77FX2atIsCcBkGdek1Dy2,1,2022-04-04 14:40:00,2022-04-04 14:40:00,1,1.0
1KNaUCFloSZgzQjpWsnuWF8djmt1,1,2022-10-27 07:23:00,2022-10-27 07:24:00,1,1.0
1KhQPhpRsLRQ0HAV8FCD3qMkgYu2,1,2022-03-16 08:22:00,2022-03-16 08:32:00,1,1.0
1KkTuL07BeXWOtrefbGb1kiYGyl1,1,2022-09-22 16:21:00,2022-09-22 18:02:00,1,1.0
1KreAYJS5sazMnnTKRcB3TrVYzM2,1,2023-11-05 23:58:00,2023-11-06 00:03:00,1,1.0
1Krxe9hd8JbTAzsuq2cIlV1rDX92,1,2023-03-23 10:09:00,2023-03-23 10:39:00,1,1.0
1Kt6krKKZHXOIWV2sNjdweozjAI2,1,2023-10-18 09:45:00,2023-10-18 09:45:00,1,1.0
1Kw2fokWdNMuOdldaNllJ3tpNym1,1,2022-10-26 20:28:00,2022-10-26 20:28:00,1,1.0
1Kz3d1UvItavzh4AdE54ohuKsFy2,1,2022-10-11 22:09:00,2022-10-11 22:09:00,1,1.0
1LCqZK1UyCeU3k17TwY3UVERPy62,1,2022-03-28 01:19:00,2022-03-28 09:18:00,1,1.0
1LDWSK1AlJQl6Q2gwJY9dWsFYFi2,1,2024-11-14 04:06:00,2024-11-14 04:09:00,1,1.0
1LjBSacpCJaGer1i1D3bbg0sgU42,1,2022-04-01 12:26:00,2022-04-01 12:26:00,1,1.0
1Lk6nhxFgDUsf9C9fFEHj9w53i22,3,2023-02-23 22:27:00,2024-07-16 22:07:00,509,1.584962500721156
1LqZ1RrNRPdEGYMDOrnPU59fxTr1,1,2023-06-14 18:28:00,2023-06-14 18:42:00,1,1.0
1LrZz77eLbQEhW1E4ewcn4ibKbc2,1,2024-02-29 17:56:00,2024-02-29 18:24:00,1,1.0
1LvHmnLIcTQmMCrJa5NXzMtT2dp2,1,2022-11-18 16:56:00,2022-11-18 16:57:00,1,1.0
1MCVmO4mRvPGiQUXwClRIRpB5lv2,2,2024-03-30 13:57:00,2024-06-14 18:08:00,77,1.0
1MFxpx5AHDgkrl16R6lDE39LNd92,1,2024-11-19 19:28:00,2024-11-19 19:37:00,1,1.0
1MH7riY6G3gSl6nFZQHjevRNQcj1,1,2022-06-07 08:06:00,2022-06-07 08:06:00,1,1.0
1MHYF59809cWYem0h7gvKocqH383,4,2022-03-15 01:14:00,2022-03-28 01:15:00,14,2.0
1MSsb0HR6wYswD8VvPGUUFcVrgq1,1,2024-05-09 22:43:00,2024-05-09 22:52:00,1,1.0
1MYGpUNA2rYS2wSr8ObQfItytW53,2,2023-06-06 15:05:00,2023-07-20 05:30:00,44,1.0
1MhZdEtkblNU1igw8YIKrKwEYaT2,1,2022-03-13 13:58:00,2022-03-13 14:03:00,1,1.0
1MyRdZBiIwUWzA1hHcCrJZxvHgU2,1,2023-02-16 16:37:00,2023-02-16 16:49:00,1,1.0
1N1VMUGkVUQFDaXumv5JmFOl2p02,1,2023-01-05 15:50:00,2023-01-05 15:53:00,1,1.0
1N6xJAXX6RTp7PIkltZCzeVlYZ22,1,2024-04-23 12:42:00,2024-04-23 12:42:00,1,1.0
1N9Av5V3xNbYMCSVkCsnBB1mRWC2,1,2022-03-04 07:29:00,2022-03-04 13:31:00,1,1.0
1NAjBeZf8ePxjB7ntrhfFxTmoi52,1,2023-09-28 22:22:00,2023-09-28 22:22:00,1,1.0
1NG8VjU4QwWSpsqob5IrHeraG4B2,1,2024-10-23 15:39:00,2024-10-23 15:39:00,1,1.0
1NP2kRkSmEh9j90niH3uYe5mg123,3,2022-03-18 11:41:00,2022-03-28 17:08:00,11,1.584962500721156
1Nj4uQShVtheqyxEmoZRR4RJ0oM2,1,2022-03-21 06:47:00,2022-03-21 06:47:00,1,1.0
1O2jBUtEkMhugrQosoGy6xYvoVj1,1,2024-03-27 15:11:00,2024-03-27 16:54:00,1,1.0
1O6U2O6LTuhMHROAtBG9EcBqrJQ2,1,2023-10-10 15:24:00,2023-10-10 15:24:00,1,1.0
1OF9r1GuazRGSQ5NPVcXuM4Xayy2,1,2022-03-28 07:15:00,2022-03-28 07:15:00,1,1.0
1OMqbeYV4ogN6PkeqWzt4ylqezO2,1,2022-03-13 00:07:00,2022-03-13 00:41:00,1,1.0
1OOuvUNkS5ZX095tx7ABz4G2Ajk1,2,2022-10-18 19:50:00,2023-10-30 17:23:00,377,1.0
1OPD469HyLXxGeJ9bOGNaBSjYx82,1,2024-07-10 00:06:00,2024-07-10 00:06:00,1,1.0
1OgrlNijhIZxXiFZa6iuPD4Cth93,1,2022-04-13 19:05:00,2022-04-13 21:09:00,1,1.0
1OqcWjl9lfZWaZtvFJ7vM0bSH692,2,2023-02-23 22:25:00,2023-07-26 20:50:00,153,1.0
1Ot5vjsHBefOisvyQBg7q5v71fm2,2,2022-03-18 12:44:00,2022-03-18 12:51:00,1,1.0
1Owx07AB1OTrLkU93pemYsedR0s1,1,2023-03-31 04:57:00,2023-03-31 05:22:00,1,1.0
1P2RePgQQxMWDLR5GScJN5haUBi1,2,2022-03-21 23:28:00,2022-03-24 00:22:00,3,1.0
1P4GsKEunNct1aQ8v2mzQCst6br2,1,2023-09-28 19:52:00,2023-09-28 19:58:00,1,1.0
1P5GiaNx1qZpngXcaO5fdAZH52u2,1,2024-11-07 19:49:00,2024-11-07 22:19:00,1,1.0
1PGOmqPTPnPemik6K4S4VZpq5JS2,1,2022-03-28 07:13:00,2022-03-28 07:15:00,1,1.0
1PJPrcKM22T3QAUiZvDCtOoYFPJ2,1,2023-10-20 17:23:00,2023-10-20 17:29:00,1,1.0
1PfJhSnhC6NlZyg4Qk2RmhNnQq73,1,2023-06-27 10:20:00,2023-06-27 10:28:00,1,1.0
1PhJwbHaE8d2vwxMPAhpzsAI9WB3,7,2022-02-01 08:18:00,2023-08-26 09:40:00,572,2.807354922057604
1PhOH46KaIcGGIuYRk8xDxyhnmu1,1,2024-11-14 19:14:00,2024-11-14 19:45:00,1,1.0
1PkPuLOkwtULoXod8SisiHwdwrr2,1,2022-03-06 07:47:00,2022-03-06 07:50:00,1,1.0
1Q14aPVGmSVkSPpIFXMRbzoOdH72,1,2022-10-20 14:35:00,2022-11-01 13:55:00,12,1.0
1Q6mB9sDbiRSHyc0Wo4qFp9w5gw2,1,2023-03-03 06:02:00,2023-03-06 02:54:00,3,1.0
1Q8QkJyfWqNtbgR9schRqhK1qDI2,1,2024-10-08 01:56:00,2024-10-14 00:41:00,6,1.0
1QBv6eDFraQ31gPFOU6obgZThMR2,4,2023-02-13 14:14:00,2024-02-13 16:00:00,366,2.0
1QHmNNCPeCNDKgJMEVH3btXqhtu1,1,2023-10-20 17:23:00,2023-10-20 17:26:00,1,1.0
1QMseDcIyOQbLc7uUJilpMyPxq32,1,2022-09-13 14:21:00,2022-09-13 14:52:00,1,1.0
1QTYIf1EbLVc28fYo8bryXujGtz1,1,2022-03-25 18:14:00,2022-03-25 18:20:00,1,1.0
1QUrqgt0labeETCTVbME3MQ1de53,1,2024-11-21 14:40:00,2024-11-21 15:03:00,1,1.0
1QbeegIUtQT4QGFFbGgtXZyHg2I2,1,2023-10-24 19:03:00,2023-10-24 19:43:00,1,1.0
1QibwCQYRbZ2Jfa0wrs3ea1dTXb2,8,2022-09-13 17:22:00,2024-06-28 12:44:00,654,3.0
1Qmkn6azzXQROsqalfq8GWPfpBa2,1,2023-08-30 16:28:00,2023-08-30 16:28:00,1,1.0
1QsQLYExyTPwXiaUTQMJC7gJbHK2,1,2022-03-09 22:39:00,2022-03-09 22:39:00,1,1.0
1R1WYmsCTWMoz1A3SR4TaUT70gj2,1,2024-08-05 23:29:00,2024-08-05 23:34:00,1,1.0
1RTrxvsNv6fmEkptTdpN67cwKl72,6,2022-02-18 21:35:00,2024-05-19 00:25:00,821,2.584962500721156
1RX0lNi7UbNnQ0I66BdjQzU5pFl1,1,2023-10-17 15:08:00,2023-10-17 15:12:00,1,1.0
1RXdA8rTaCcPSFqnSgrdvZUJRMs2,1,2024-06-24 17:30:00,2024-06-24 17:30:00,1,1.0
1RgagjrWeuchHNAjLlDHszoo7Zo2,1,2022-05-03 13:59:00,2022-05-03 13:59:00,1,1.0
1Ro5QmQCUJbiLZNDH3A3pSsH7lQ2,1,2022-03-15 06:31:00,2022-03-15 08:56:00,1,1.0
1RrdVFBunvY0ZzI1uSBHUIekRMy1,2,2022-03-19 00:10:00,2022-03-19 00:18:00,1,1.0
1RtNfzpsnhUS7cHdwHaERJaI3eg1,1,2022-08-05 18:39:00,2022-08-06 00:40:00,1,1.0
1RtzI8LB7LbP6ekFF2hSdZweTJW2,3,2024-03-12 22:23:00,2024-05-26 15:12:00,75,1.584962500721156
1RycI0kiueSrsRwgMAJoiJtr9Ae2,1,2023-09-28 15:53:00,2023-09-28 15:53:00,1,1.0
1S3hbgElKMbpa3oFIQyYpHdqMg92,1,2022-10-23 16:05:00,2022-10-23 16:05:00,1,1.0
1S9FQkWkc1PSvNxEThu2joiaUFr1,2,2024-08-20 13:12:00,2024-08-20 13:30:00,1,1.0
1SDuwaut8CTaMdF71HPr404anna2,1,2024-10-22 19:31:00,2024-10-22 20:00:00,1,1.0
1SI0oAonw6Y1yJaX8VUHVWVQfku2,1,2024-08-22 09:12:00,2024-08-22 09:12:00,1,1.0
1SU6oJVJPraH0ShZ7kFRf2e57EM2,1,2023-10-17 15:27:00,2023-10-17 15:27:00,1,1.0
1SV2AbXT25PxTYXEEWR7EU754OC3,1,2023-01-27 02:02:00,2023-02-28 00:49:00,32,1.0
1SYJwKt10pfZ9geuLVO17rBbbCi2,3,2023-06-09 17:23:00,2024-06-07 17:20:00,364,1.584962500721156
1SgrC2hEWfQvY8xsm0RbGztV2Co2,2,2023-01-05 22:27:00,2023-06-21 18:11:00,167,1.0
1SkWatlHhrNU03Z082AYxb1KFN03,1,2023-10-02 22:04:00,2023-10-02 22:04:00,1,1.0
1Soifc7XFLcROv71ZC87zR9XUm73,1,2022-10-06 17:45:00,2022-10-06 18:27:00,1,1.0
1St45PE4nNgwmASdzt62V0wFhoR2,1,2022-10-19 19:27:00,2022-10-19 19:52:00,1,1.0
1SuvYqdvgEQR495YrUEFK0IM6Sb2,1,2022-02-07 21:52:00,2022-02-07 21:56:00,1,1.0
1Sz3vLM2lNOwIuL8ak7ccBXTq993,1,2022-06-08 19:17:00,2022-06-08 22:19:00,1,1.0
1T9sO7d483MxelUp9f2nOxPFJnh1,1,2024-10-18 05:30:00,2024-10-18 05:30:00,1,1.0
1TQFN5DwxCOXKXqlEPN9TlKdhss1,1,2022-04-10 10:14:00,2022-04-10 10:16:00,1,1.0
1TWZCwXZtOQpFVFEX51s3Mxxi2o2,1,2022-07-11 18:19:00,2022-07-11 18:54:00,1,1.0
1Ta1dNH5JNbAv18rs9Edxc9v9533,1,2022-09-15 15:59:00,2022-09-15 16:51:00,1,1.0
1TjCokIhepWoepxJibTyR0nDcF12,1,2023-06-14 18:32:00,2023-06-14 18:52:00,1,1.0
1Tls8gBOxAVfRX35DshdaX66yWt1,1,2024-09-26 18:17:00,2024-09-26 18:49:00,1,1.0
1ToK5VoSqWWiZJ3h0SO11y9VKoi2,6,2022-06-18 20:04:00,2024-02-25 14:08:00,617,2.584962500721156
1Tt5eCRkw5NQxcmUS62rXMqm4Ko1,1,2023-11-30 18:23:00,2023-12-21 21:42:00,22,1.0
1TwS5IXC0OOkmgQrlYAnz43MB5O2,8,2022-07-10 19:08:00,2023-11-22 15:23:00,500,3.0
1TwpXpV4sPQI3T3ovFUn8gsrvyE2,1,2024-10-09 14:14:00,2024-10-09 14:14:00,1,1.0
1TyravpYrIXWS0v1wG0p6O3rHbh1,1,2024-10-24 03:18:00,2024-10-24 03:18:00,1,1.0
1TzUIPYf5nNewNIEs8dcXnBJ3qK2,1,2023-06-02 07:22:00,2023-06-04 23:15:00,3,1.0
1U5eFOs3hrUaka8mkTRYf18AbBz1,4,2022-03-06 08:35:00,2022-03-21 08:00:00,15,2.0
1UAeKSMwBtYDR4vR3r5A56aW4rl1,1,2023-10-16 23:12:00,2023-10-16 23:12:00,1,1.0
1UETr566b5RlLJNb90SXW9hinwt1,1,2022-11-05 04:55:00,2022-11-05 04:55:00,1,1.0
1UExt2tNlwXv4N3a3zFfwrZkQu73,3,2022-03-28 07:14:00,2022-03-31 13:06:00,4,1.584962500721156
1UNWhHHLsgSafqCqvWGXrerPfuj2,1,2024-08-09 03:58:00,2024-08-09 03:58:00,1,1.0
1UX2YoPj4oW6HYUfRwR27YEvyex2,1,2022-08-09 14:30:00,2022-08-09 14:32:00,1,1.0
1UYMZIgZdkR0VfblrEAlzy393kB3,2,2022-10-19 19:27:00,2023-10-31 16:55:00,377,1.0
1UbWaEKSgafqE3wsf0nM2jzodwN2,1,2022-07-08 18:29:00,2022-07-08 19:22:00,1,1.0
1UhdHEeBfhUGLQbnWWPDJR1hEzx2,1,2024-11-21 17:16:00,2024-11-21 17:56:00,1,1.0
1UpaRPCOExcgoAvkJfNtZaf3j8F2,1,2024-10-08 13:34:00,2024-10-08 13:34:00,1,1.0
1VFyNBw2MCg5VZswFR1oyNZ6ER33,1,2023-05-05 02:04:00,2023-05-05 13:46:00,1,1.0
1VlR4BX8Xtd631e35JeDDFGllxG2,1,2024-08-29 15:26:00,2024-09-01 00:46:00,3,1.0
1Vroruw1rOh1TmCz8OIPkok9tb12,1,2022-03-26 18:00:00,2022-03-26 18:00:00,1,1.0
1W1QfDUujkW4Fwxo2aYM1K5wZof2,8,2022-11-20 19:38:00,2023-09-01 01:00:00,285,3.0
1W4VyRTWwKZl8vTj31Tj2G0e2gF2,1,2024-11-07 19:48:00,2024-11-12 21:14:00,6,1.0
1WAiNFI5NrVmVCiXs7RHOGsW3703,2,2022-04-03 17:34:00,2022-04-03 17:59:00,1,1.0
1WCl8Cchl8Rsbj5QdS6078ms6Nc2,2,2022-03-11 02:34:00,2022-03-16 06:26:00,6,1.0
1WEtGzpfOuNkujiAPxF4HtVV41a2,1,2023-07-28 20:03:00,2023-07-28 21:13:00,1,1.0
1WSESPOoZrfKf4dQDrQpgnVez8K2,1,2023-08-22 13:07:00,2023-08-22 14:34:00,1,1.0
1WmeEadnT1aRORfIVIYXYccWuZ32,2,2022-03-17 13:04:00,2022-03-17 14:24:00,1,1.0
1Wo4IrlMUVOf3ve5ezG99HBJmzS2,1,2023-05-16 15:23:00,2023-05-16 15:54:00,1,1.0
1WvEyS8hWgW1rvgmViigbEQLQsn2,1,2024-09-20 15:43:00,2024-09-20 15:43:00,1,1.0
1WvyeVnf75SiuCBVMlKtskhgDAY2,1,2024-04-17 15:38:00,2024-04-17 15:55:00,1,1.0
1WzDsWYjudU3VP64537PuNgBCn73,1,2022-03-24 13:35:00,2022-03-24 13:35:00,1,1.0
1X3DgSIKZHZR8PJK1AWgYmEcrBs1,1,2022-05-11 17:18:00,2022-05-11 17:18:00,1,1.0
1XJ0jGZCfBfW98gOdPEY4zoBcpx1,1,2022-04-01 06:15:00,2022-04-01 08:35:00,1,1.0
1XPbGw7FTSfDVvUg4Zw3B7ylSWl2,1,2023-10-20 08:00:00,2023-10-20 08:00:00,1,1.0
1XkgM7KrvwQrdpAgsw05sWSSgQu1,1,2022-03-25 05:22:00,2022-03-25 06:10:00,1,1.0
1XwmcgPnJKSNxcnt3QGbEzAUQin2,2,2022-09-29 15:34:00,2024-04-17 15:54:00,567,1.0
1Xz5augkfAMFIsaQbJsBMwxDMy62,1,2023-06-06 15:09:00,2023-06-06 15:20:00,1,1.0
1Y7Kq6ZDbUclQQYw5z4yVSOFtGu2,1,2024-08-22 19:24:00,2024-08-22 19:46:00,1,1.0
1Y83Zf6xvRZxpM5NZta9CvrCrw43,1,2022-03-28 06:48:00,2022-03-28 06:48:00,1,1.0
1Y8TnMHfeUh0l43lkK9XMUO6qaq1,7,2023-09-01 00:26:00,2024-06-01 05:10:00,275,2.807354922057604
1YAp5OM6wTffcyMih2BCE2Ya9UE2,3,2022-04-25 23:27:00,2022-07-25 23:43:00,92,1.584962500721156
1YGaCnI2rLMTRWlBDPsQ39lzTbE2,1,2022-07-07 17:20:00,2022-07-07 17:31:00,1,1.0
1Yh402AeJqViL9afix8tHL9oMxs1,2,2024-10-22 19:38:00,2024-10-31 16:38:00,9,1.0
1Yqhji81EtWHFDwHFq4pjVPbf803,1,2022-03-23 05:25:00,2022-03-23 05:28:00,1,1.0
1YvwwWB7kFaTve7fEHaTaCllfaY2,1,2024-10-08 13:31:00,2024-10-19 14:15:00,12,1.0
1Z1sQIpSAJQh9uo9RhPJfSUZyGi2,1,2022-09-09 17:21:00,2022-09-09 19:14:00,1,1.0
1Z5FQWlihXUme72SMUyASOUzHSp1,1,2024-10-08 13:34:00,2024-10-08 13:41:00,1,1.0
1Z8VFts3YtSXPZSznsoH2WCxT7T2,1,2022-03-25 08:36:00,2022-03-25 08:36:00,1,1.0
1ZJsReXD6Hh34jTY96L9Ze4TjDo2,1,2024-07-16 22:18:00,2024-07-16 22:20:00,1,1.0
1ZJsTCUCdPc9690Wgzct9E724Lm2,5,2024-06-06 19:09:00,2024-09-15 18:48:00,101,2.321928094887362
1ZZdOEEd7mdoN7cDEjfzVGZYcuo1,2,2024-09-26 00:23:00,2024-09-26 00:33:00,1,1.0
1ZgXYA0Mu7W2BFMmC8BKm97OrJk2,1,2024-10-18 16:34:00,2024-10-18 16:35:00,1,1.0
1ZlupVvCjeU8D8x1VZuBRf0pKNw1,1,2023-03-17 19:26:00,2023-03-17 19:26:00,1,1.0
1aWQFMELe3eu293UIqQkeG0GUIg2,1,2022-06-24 06:57:00,2022-06-24 06:57:00,1,1.0
1acoCo89gub7bU0I7NaxxCVoM722,1,2023-10-17 16:53:00,2023-10-17 17:17:00,1,1.0
1afyG5wK4shredluqOWV6YnRJKn1,2,2022-03-23 03:46:00,2022-03-23 04:27:00,1,1.0
1alOh3smVIcKL1mL0lSE5g7Fpg23,1,2022-03-22 05:32:00,2022-03-22 05:32:00,1,1.0
1aop0hEcitgo2jTOb2RLzHSD94j1,2,2024-07-30 18:24:00,2024-07-30 18:41:00,1,1.0
1aqgdsG9y6dfjq6zgftFmAzF2F03,2,2022-03-10 14:36:00,2022-03-12 08:35:00,2,1.0
1asuKILXmRWfAq8vYLEg4dcOT563,1,2024-11-04 20:50:00,2024-11-04 20:50:00,1,1.0
1avXu4CXBmgaKhOlDFkjRGIzFim1,1,2023-10-25 19:41:00,2023-10-25 19:52:00,1,1.0
1b1zv1Zj7zeBrYOnEbhnONzONU12,1,2022-09-19 07:45:00,2022-09-19 07:48:00,1,1.0
1b93xSr7sTSx07Yopmm8QsiRE8N2,1,2022-03-25 08:44:00,2022-03-25 08:44:00,1,1.0
1bKZ816cr0cAAq8m5F5P1sVN42h1,1,2024-10-22 01:56:00,2024-10-22 01:56:00,1,1.0
1bt0g2S4WSd2TPPZ87fRdNbtvEE3,1,2023-06-16 14:23:00,2023-06-16 14:41:00,1,1.0
1btZzZILaXcyUYD8LCmA1RBTcCV2,6,2022-03-04 07:18:00,2022-04-13 09:21:00,41,2.584962500721156
1c10nFzxiQVRilMuJTVqLRzEyRl2,1,2023-10-20 15:37:00,2023-10-20 15:41:00,1,1.0
1c8b8skJhaN9SJQJxBfuTXtU6Eo1,1,2024-06-12 18:48:00,2024-06-12 19:00:00,1,1.0
